,emotion,quotes
196,love,"Love is an untamed force. When we try to control it, it destroys us. When we try to imprison it, it enslaves us. When we try to understand it, it leaves us feeling lost and confused."
197,love,"The beginning of love is the will to let those we love be perfectly themselves, the resolution not to twist them to fit our own image. If in loving them we do not love what they are, but only their potential likeness to ourselves, then we do not love them: we only love the reflection of ourselves we find in them"
198,love,"You couldn't relive your life, skipping the awful parts, without losing what made it worthwhile. You had to accept it as a whole--like the world, or the person you loved."
199,love,"Love is a temporary madness, it erupts like volcanoes and then subsides. And when it subsides, you have to make a decision. You have to work out whether your roots have so entwined together that it is inconceivable that you should ever part. Because this is what love is. Love is not breathlessness, it is not excitement, it is not the promulgation of promises of eternal passion, it is not the desire to mate every second minute of the day, it is not lying awake at night imagining that he is kissing every cranny of your body. No, don't blush, I am telling you some truths. That is just being ""in love"", which any fool can do. Love itself is what is left over when being in love has burned away, and this is both an art and a fortunate accident."
200,love,"Life, he realize, was much like a song. In the beginning there is mystery, in the end there is confirmation, but it's in the middle where all the emotion resides to make the whole thing worthwhile."
201,love,You can't measure the mutual affection of two human beings by the number of words they exchange.
202,love,Happiness [is] only real when shared
203,love,"How do you spell 'love'?"" - Piglet""You don't spell it...you feel it."" - Pooh"
204,love,"I crave your mouth, your voice, your hair.Silent and starving, I prowl through the streets. Bread does not nourish me, dawn disrupts me, all day I hunt for the liquid measure of your steps. I hunger for your sleek laugh, your hands the color of a savage harvest, hunger for the pale stones of your fingernails, I want to eat your skin like a whole almond. I want to eat the sunbeam flaring in your lovely body, the sovereign nose of your arrogant face, I want to eat the fleeting shade of your lashes, and I pace around hungry, sniffing the twilight, hunting for you, for your hot heart, Like a puma in the barrens of Quitratue."
205,love,"I wasn't actually in love, but I felt a sort of tender curiosity."
206,love,And then he gives me a smile that just seems so genuinely sweet with just the right touch of shyness that unexpected warmth rushes through me.
207,love,"Maybe...you'll fall in love with me all over again.""""Hell,"" I said, ""I love you enough now. What do you want to do? Ruin me?""""Yes. I want to ruin you.""""Good,"" I said. ""That's what I want too."
208,love,Letting go doesn't mean that you don't care about someone anymore. It's just realizing that the only person you really have control over is yourself.
209,love,"Before you, Bella, my life was like a moonless night. Very dark, but there were stars, points of light and reason. ...And then you shot across my sky like a meteor. Suddenly everything was on fire; there was brilliancy, there was beauty. When you were gone, when the meteor had fallen over the horizon, everything went black. Nothing had changed, but my eyes were blinded by the light. I couldn’t see the stars anymore. And there was no more reason, for anything."
210,religion,Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.
211,religion,"I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else."
212,religion,"The Christian does not think God will love us because we are good, but that God will make us good because He loves us."
213,religion,"Science without religion is lame, religion without science is blind."
214,religion,"For those who believe in God, most of the big questions are answered. But for those of us who can't readily accept the God formula, the big answers don't remain stone-written. We adjust to new conditions and discoveries. We are pliable. Love need not be a command nor faith a dictum. I am my own god. We are here to unlearn the teachings of the church, state, and our educational system. We are here to drink beer. We are here to kill war. We are here to laugh at the odds and live our lives so well that Death will tremble to take us."
215,religion,"When his life was ruined, his family killed, his farm destroyed, Job knelt down on the ground and yelled up to the heavens, ""Why god? Why me?"" and the thundering voice of God answered, There's just something about you that pisses me off."
216,religion,"The mind is its own place, and in itself can make a heaven of hell, a hell of heaven.."
217,religion,"Religion has actually convinced people that there's an invisible man living in the sky who watches everything you do, every minute of every day. And the invisible man has a special list of ten things he does not want you to do. And if you do any of these ten things, he has a special place, full of fire and smoke and burning and torture and anguish, where he will send you to live and suffer and burn and choke and scream and cry forever and ever 'til the end of time! But He loves you. He loves you, and He needs money! He always needs money! He's all-powerful, all-perfect, all-knowing, and all-wise, somehow just can't handle money!"
218,religion,Prayer is not asking. It is a longing of the soul. It is daily admission of one's weakness. It is better in prayer to have a heart without words than words without a heart.
219,religion,God has no religion.
220,religion,"In heaven, all the interesting people are missing."
221,religion,"Hate the sin, love the sinner."
222,religion,A man can no more diminish God's glory by refusing to worship Him than a lunatic can put out the sun by scribbling the word 'darkness' on the walls of his cell.
223,religion,"Knock, And He'll open the doorVanish, And He'll make you shine like the sunFall, And He'll raise you to the heavensBecome nothing, And He'll turn you into everything."
224,religion,I cannot believe in a God who wants to be praised all the time.
225,religion,Science and religion are not at odds. Science is simply too young to understand.
226,religion,A truth that's told with bad intentBeats all the lies you can invent.
227,religion,Isn't it enough to see that a garden is beautiful without having to believe that there are fairies at the bottom of it too?
228,religion,"Atheism turns out to be too simple. If the whole universe has no meaning, we should never have found out that it has no meaning..."
229,religion,"Owners of dogs will have noticed that, if you provide them with food and water and shelter and affection, they will think you are god. Whereas owners of cats are compelled to realize that, if you provide them with food and water and shelter and affection, they draw the conclusion that they are gods."
230,religion,"Forgive, O Lord, my little jokes on TheeAnd I'll forgive Thy great big one on me."
231,religion,"My concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right."
232,religion,"Sometimes the Bible in the hand of one man is worse than a whisky bottle in the hand of (another)... There are just some kind of men who - who're so busy worrying about the next world they've never learned to live in this one, and you can look down the street and see the results."
233,religion,"No sight so sad as that of a naughty child,"" he began, ""especially a naughty little girl. Do you know where the wicked go after death?""""They go to hell,"" was my ready and orthodox answer.""And what is hell? Can you tell me that?""""A pit full of fire.""""And should you like to fall into that pit, and to be burning there for ever?""""No, sir.""""What must you do to avoid it?""I deliberated a moment: my answer, when it did come was objectionable: ""I must keep in good health and not die."
234,religion,All I have seen teaches me to trust the Creator for all I have not seen.
235,religion,"He died not for men, but for each man. If each man had been the only man made, He would have done no less."
236,religion,"Heard melodies are sweet, but those unheard, are sweeter"
237,religion,"I believe in God, but not as one thing, not as an old man in the sky. I believe that what people call God is something in all of us. I believe that what Jesus and Mohammed and Buddha and all the rest said was right. It's just that the translations have gone wrong."
238,religion,"Those who can make you believe absurdities, can make you commit atrocities."
239,religion,"When I do good, I feel good. When I do bad, I feel bad. That's my religion."
240,religion,Is man merely a mistake of God's? Or God merely a mistake of man?
241,religion,My religion is very simple. My religion is kindness.
242,religion,The easy confidence with which I know another man's religion is folly teaches me to suspect that my own is also.
243,religion,"Religion is like a pair of shoes.....Find one that fits for you, but don't make me wear your shoes."
244,religion,God save us from people who mean well.
245,religion,"Is God willing to prevent evil, but not able? Then he is not omnipotent. Is he able, but not willing? Then he is malevolent. Is he both able and willing? Then whence cometh evil? Is he neither able nor willing? Then why call him God?"
246,religion,"Thou hast made us for thyself, O Lord, and our heart is restless until it finds its rest in thee."
247,religion,No woman wants to be in submission to a man who isn't in submission to God!
248,religion,"All religion, my friend, is simply evolved out of fraud, fear, greed, imagination, and poetry."
249,religion,"The God of the Old Testament is arguably the most unpleasant character in all fiction: jealous and proud of it; a petty, unjust, unforgiving control-freak; a vindictive, bloodthirsty ethnic cleanser; a misogynistic, homophobic, racist, infanticidal, genocidal, filicidal, pestilential, megalomaniacal, sadomasochistic, capriciously malevolent bully."
250,religion,I think it pisses God off if you walk by the color purple in a field somewhere and don't notice it.
251,religion,"There are people in the world so hungry, that God cannot appear to them except in the form of bread."
252,religion,"He - and if there is a God, I am convinced he is a he, because no woman could or would ever fuck things up this badly."
253,religion,God allows us to experience the low points of life in order to teach us lessons that we could learn in no other way.
254,religion,A baby is God's opinion that the world should go on.
255,religion,"For me, it is far better to grasp the Universe as it really is than to persist in delusion, however satisfying and reassuring."
256,religion,"Above all else, guard your heart for it affects everything else you do."
257,religion,Man suffers only because he takes seriously what the gods made for fun.
258,religion,"Properly read, the Bible is the most potent force for atheism ever conceived."
259,religion,"To terrify children with the image of hell, to consider women an inferior creation—is that good for the world?"
260,religion,"I'm completely in favor of the separation of Church and State. ... These two institutions screw us up enough on their own, so both of them together is certain death."
261,religion,Religion is excellent stuff for keeping common people quiet. Religion is what keeps the poor from murdering the rich.
262,religion,"I can see how it might be possible for a man to look down upon the earth and be an atheist, but I cannot conceive how a man could look up into the heavens and say there is no God."
263,religion,"People, I thought, wanted security. They couldn't bear the idea of death being a big black nothing, couldn't bear the thought of their loved ones not existing, and couldn't even imagine themselves not existing. I finally decided that people believed in an afterlife because they couldn't bear not to."
264,religion,The Christian ideal has not been tried and found wanting. It has been found difficult; and left untried.
265,religion,The legitimate powers of government extend to such acts only as are injurious to others. It does me no injury for my neighbor to say there are twenty gods or no god. It neither picks my pocket nor breaks my leg.
266,religion,"Yes, reason has been a part of organized religion, ever since two nudists took dietary advice from a talking snake."
267,religion,"Look for God, suggests my Guru. Look for God like a man with his head on fire looks for water."
268,religion,"Because children have abounding vitality, because they are in spirit fierce and free, therefore they want things repeated and unchanged. They always say, ""Do it again""; and the grown-up person does it again until he is nearly dead. For grown-up people are not strong enough to exult in monotony. But perhaps God is strong enough to exult in monotony. It is possible that God says every morning, ""Do it again"" to the sun; and every evening, ""Do it again"" to the moon. It may not be automatic necessity that makes all daisies alike; it may be that God makes every daisy separately, but has never got tired of making them. It may be that He has the eternal appetite of infancy; for we have sinned and grown old, and our Father is younger than we."
269,religion,I do not believe in God and I am not an atheist.
270,religion,"I have never made but one prayer to God, a very short one: Oh Lord, make my enemies ridiculous. And God granted it.""(Letter to Étienne Noël Damilaville, May 16, 1767)"
271,religion,"If complete and utter chaos was lightning, then he'd be the sort to stand on a hilltop in a thunderstorm wearing wet copper armour and shouting 'All gods are bastards!"
272,religion,"I believe in good and evil,"" said Jem. ""And I believe the soul is eternal. But I don't believe in the fiery pit, the pitchforks, or endless torment. I do not believe you can threaten people into goodness.""Tessa looked at will. ""What about you? What do you believe?""Pulvis et umbra sumus,"" said Will, not looking at her as he spoke. ""I believe we are dust and shadows. What else is there?"
273,religion,"If this is going to be a Christian nation that doesn't help the poor, either we have to pretend that Jesus was just as selfish as we are, or we've got to acknowledge that He commanded us to love the poor and serve the needy without condition and then admit that we just don't want to do it."
274,religion,"My Lord God, I have no idea where I am going. I do not see the road ahead of me. I cannot know for certain where it will end. Nor do I really know myself, and the fact that I think that I am following your will does not mean that I am actually doing so. But I believe that the desire to please you does in fact please you. And I hope I have that desire in all that I am doing. I hope that I will never do anything apart from that desire. And I know that if I do this you will lead me by the right road though I may know nothing about it. Therefore will I trust you always though I may seem to be lost and in the shadow of death. I will not fear, for you are ever with me, and you will never leave me to face my perils alone."
275,religion,Do not wait for the last judgment. It comes every day.
276,religion,"I think it's perfectly possible to explain how the universe came about without bringing God into it, but I don't know everything, and there may well be a God somewhere, hiding away. Actually, if he is keeping out of sight, it's because he's ashamed of his followers and all the cruelty and ignorance they're responsible for promoting in his name. If I were him, I'd want nothing to do with them."
277,religion,"In science it often happens that scientists say, 'You know that's a really good argument; my position is mistaken,' and then they would actually change their minds and you never hear that old view from them again. They really do it. It doesn't happen as often as it should, because scientists are human and change is sometimes painful. But it happens every day. I cannot recall the last time something like that happened in politics or religion."
278,religion,"Atheism is more than just the knowledge that gods do not exist, and that religion is either a mistake or a fraud. Atheism is an attitude, a frame of mind that looks at the world objectively, fearlessly, always trying to understand all things as a part of nature."
279,religion,It is easy enough to be friendly to one's friends. But to befriend the one who regards himself as your enemy is the quintessence of true religion. The other is mere business.
280,religion,"I have no idea what's awaiting me, or what will happen when this all ends. For the moment I know this: there are sick people and they need curing."
281,religion,"In truth,there was only one christian and he died on the cross."
282,religion,Religion. It's given people hope in a world torn apart by religion.
283,religion,I want God to play in my bloodstream the way sunlight amuses itself on the water.
284,religion,"This is my simple religion. No need for temples. No need for complicated philosophy. Your own mind, your own heart is the temple. Your philosophy is simple kindness."
285,religion,"There comes a time in your life when you have to choose to turn the page, write another book or simply close it."
286,religion,"Science investigates; religion interprets. Science gives man knowledge, which is power; religion gives man wisdom, which is control. Science deals mainly with facts; religion deals mainly with values. The two are not rivals."
287,religion,"Isn't it funny how the memories you cherish before a breakup can become your worst enemies afterwards? The thoughts you loved to think about, the memories you wanted to hold up to the light and view from every angle--it suddenly seems a lot safer to lock them in a box, far from the light of day and throw away the key. It's not an act of bitterness. It's an act if self-preservation. It's not always a bad idea to stay behind the window and look out at life instead, is it?"
288,religion,Human decency is not derived from religion. It precedes it.
289,religion,It is when we notice the dirt that God is most present in us; it is the very sign of His presence.
290,religion,"You would not have called to me unless I had been calling to you,"" said the Lion."
291,religion,belief is the death of intelligence.
292,religion,The dog is a gentleman; I hope to go to his heaven not man's.
293,religion,الندم هو صوت الفطرة لحظة الخطأ
294,religion,"In all of living, have much fun and laughter. Life is to be enjoyed, not just endured."
295,religion,"And if there were a God, I think it very unlikely that He would have such an uneasy vanity as to be offended by those who doubt His existence"
296,religion,"Alcohol may be man's worst enemy, but the bible says love your enemy."
297,religion,"Science is not only compatible with spirituality; it is a profound source of spirituality. When we recognize our place in an immensity of light‐years and in the passage of ages, when we grasp the intricacy, beauty, and subtlety of life, then that soaring feeling, that sense of elation and humility combined, is surely spiritual. So are our emotions in the presence of great art or music or literature, or acts of exemplary selfless courage such as those of Mohandas Gandhi or Martin Luther King, Jr. The notion that science and spirituality are somehow mutually exclusive does a disservice to both."
298,religion,"How many observe Christ's birthday! How few, His precepts!"
299,religion,There is not enough love and goodness in the world to permit giving any of it away to imaginary beings.
300,religion,"When one person suffers from a delusion, it is called insanity. When many people suffer from a delusion it is called a Religion."
301,religion,"Life is tragic simply because the earth turns and the sun inexorably rises and sets, and one day, for each of us, the sun will go down for the last, last time. Perhaps the whole root of our trouble, the human trouble, is that we will sacrifice all the beauty of our lives, will imprison ourselves in totems, taboos, crosses, blood sacrifices, steeples, mosques, races, armies, flags, nations, in order to deny the fact of death, the only fact we have. It seems to me that one ought to rejoice in the fact of death--ought to decide, indeed, to earn one's death by confronting with passion the conundrum of life. One is responsible for life: It is the small beacon in that terrifying darkness from which we come and to which we shall return."
302,religion,No man can be called friendless who has God and the companionship of good books.
303,religion,"I don't deserve a soul, yet I still have one. I know because it hurts."
304,religion,"I am an atheist, out and out. It took me a long time to say it. I've been an atheist for years and years, but somehow I felt it was intellectually unrespectable to say one was an atheist, because it assumed knowledge that one didn't have. Somehow, it was better to say one was a humanist or an agnostic. I finally decided that I'm a creature of emotion as well as of reason. Emotionally, I am an atheist. I don't have the evidence to prove that God doesn't exist, but I so strongly suspect he doesn't that I don't want to waste my time."
305,religion,"Whether or not you believe in God, you must believe this: when we as a species abandon our trust in a power greater than us, we abandon our sense of accountability. Faiths… all faiths… are admonitions that there is something we cannot understand, something to which we are accountable. With faith we are accountable to each other, to ourselves, and to a higher truth. Religion is flawed, but only because man is flawed. The church consists of a brotherhood of imperfect, simple souls wanting only to be a voice of compassion in a world spinning out of control."
306,religion,"It takes three to make love, not two: you, your spouse, and God. Without God people only succeed in bringing out the worst in one another. Lovers who have nothing else to do but love each other soon find there is nothing else. Without a central loyalty life is unfinished."
307,religion,He hoped and prayed that there wasn't an afterlife. Then he realized there was a contradiction involved here and merely hoped that there wasn't an afterlife.
308,religion,One would go mad if one took the Bible seriously; but to take it seriously one must be already mad.
309,religion,God is a circle whose center is everywhere and circumference nowhere.
310,religion,Do you think it's possible for an entire nation to be insane?
311,religion,What comes into our minds when we think about God is the most important thing about us.
312,religion,"I wore black because I liked it. I still do, and wearing it still means something to me. It's still my symbol of rebellion -- against a stagnant status quo, against our hypocritical houses of God, against people whose minds are closed to others' ideas."
313,religion,"I challenge anyone to understand Islam, its spirit, and not to love it. It is a beautiful religion of brotherhood and devotion."
314,religion,"You made me confess the fears that I have. But I will tell you also what I do not fear. I do not fear to be alone or to be spurned for another or to leave whatever I have to leave. And I am not afraid to make a mistake, even a great mistake, a lifelong mistake and perhaps as long as eternity too."
315,religion,"Laws and principles are not for the times when there is no temptation: they are for such moments as this, when body and soul rise in mutiny against their rigour ... If at my convenience I might break them, what would be their worth?"
316,religion,"I seem to have run in a great circle, and met myself again on the starting line."
317,religion,"With or without religion, good people can behave well and bad people can do evil; but for good people to do evil - that takes religion."
318,religion,Better to sleep with a sober cannibal than a drunk Christian.
319,religion,"We are saved by faith alone, but the faith that saves is never alone."
320,religion,"CALVIN:This whole Santa Claus thing just doesn't make sense. Why all the secrecy? Why all the mystery?If the guy exists why doesn't he ever show himself and prove it?And if he doesn't exist what's the meaning of all this?HOBBES:I dunno. Isn't this a religious holiday? CALVIN:Yeah, but actually, I've got the same questions about God."
321,religion,"What is it you most dislike? Stupidity, especially in its nastiest forms of racism and superstition."
322,religion,I don't want to believe. I want to know.
323,religion,"Yes, the long war on Christianity. I pray that one day we may live in an America where Christians can worship freely! In broad daylight! Openly wearing the symbols of their religion... perhaps around their necks? And maybe -- dare I dream it? -- maybe one day there can be an openly Christian President. Or, perhaps, 43 of them. Consecutively."
324,religion,Imagine there's no countriesIt isn't hard to doNothing to kill or die forAnd no religion tooImagine all the peopleLiving life in peaceYou may say that I'm a dreamerBut I'm not the only oneI hope someday you'll join usAnd the world will be as one
325,religion,There is no God and we are his prophets.
326,religion,"I don't know how you feel, but I'm pretty sick of church people. You know what they ought to do with churches? Tax them. If holy people are so interested in politics, government, and public policy, let them pay the price of admission like everybody else. The Catholic Church alone could wipe out the national debt if all you did was tax their real estate."
327,religion,"If the stars should appear one night in a thousand years, how would men believe and adore; and preserve for many generations the remembrance of the city of God which had been shown! But every night come out these envoys of beauty, and light the universe with their admonishing smile."
328,religion,"Man is the Reasoning Animal. Such is the claim. I think it is open to dispute. Indeed, my experiments have proven to me that he is the Unreasoning Animal... In truth, man is incurably foolish. Simple things which other animals easily learn, he is incapable of learning. Among my experiments was this. In an hour I taught a cat and a dog to be friends. I put them in a cage. In another hour I taught them to be friends with a rabbit. In the course of two days I was able to add a fox, a goose, a squirrel and some doves. Finally a monkey. They lived together in peace; even affectionately.Next, in another cage I confined an Irish Catholic from Tipperary, and as soon as he seemed tame I added a Scotch Presbyterian from Aberdeen. Next a Turk from Constantinople; a Greek Christian from Crete; an Armenian; a Methodist from the wilds of Arkansas; a Buddhist from China; a Brahman from Benares. Finally, a Salvation Army Colonel from Wapping. Then I stayed away for two whole days. When I came back to note results, the cage of Higher Animals was all right, but in the other there was but a chaos of gory odds and ends of turbans and fezzes and plaids and bones and flesh--not a specimen left alive. These Reasoning Animals had disagreed on a theological detail and carried the matter to a Higher Court."
329,religion,"How is it that hardly any major religion has looked at science and concluded, “This is better than we thought! The Universe is much bigger than our prophets said, grander, more subtle, more elegant?” Instead they say, “No, no, no! My god is a little god, and I want him to stay that way.” A religion, old or new, that stressed the magnificence of the Universe as revealed by modern science might be able to draw forth reserves of reverence and awe hardly tapped by the conventional faiths."
330,religion,"We keep on being told that religion, whatever its imperfections, at least instills morality. On every side, there is conclusive evidence that the contrary is the case and that faith causes people to be more mean, more selfish, and perhaps above all, more stupid."
331,religion,"If there is any religion that could respond to the needs of modern science, it would be Buddhism."
332,religion,"The hardest thing of all is to find a black cat in a dark room, especially if there is no cat."
333,religion,Religious liberty might be supposed to mean that everybody is free to discuss religion. In practice it means that hardly anybody is allowed to mention it.
334,religion,"Ya Rabb, Engkaulah alasan semua kehidupan ini. Engkaulah penjelasan atas semua kehidupan ini. Perasaan itu datang dariMu. Semua perasaan itu juga akan kembali kepadaMu. Kami hanya menerima titipan. Dan semua itu ada sungguh karenaMu...Katakanlah wahai semua pencinta di dunia. Katakanlah ikrar cinta itu hanya karenaNya. Katakanlah semua kehidupan itu hanya karena Allah. Katakanlah semua getar-rasa itu hanya karena Allah. Dan semoga Allah yang Maha Mencinta, yang Menciptakan dunia dengan kasih-sayang mengajarkan kita tentang cinta sejati. Semoga Allah memberikan kesempatan kepada kita untuk merasakan hakikatNya.Semoga Allah sungguh memberikan kesempatan kepada kita untuk memandang wajahNya. Wajah yang akan membuat semua cinta dunia layu bagai kecambah yang tidak pernah tumbuh. Layu bagai api yang tak pernah panas membakar. Layu bagai sebongkah es yang tidak membeku. "
335,religion,My religion consists of a humble admiration of the illimitable superior spirit who reveals himself in the slight details we are able to perceive with our frail and feeble mind.
336,religion,Only priests and fools are fearless and I've never been on the best of terms with God.
337,religion,God is a concept by which we measure our pain.
338,religion,Rejection is an opportunity for your selection.
339,religion,"The president of the United States has claimed, on more than one occasion, to be in dialogue with God. If he said that he was talking to God through his hairdryer, this would precipitate a national emergency. I fail to see how the addition of a hairdryer makes the claim more ridiculous or offensive."
340,religion,"What have I always believed?That on the whole, and by and large, if a man lived properly, not according to what any priests said, but according to what seemed decent and honest inside, then it would, at the end, more or less, turn out all right."
341,religion,"I love you when you bow in your mosque, kneel in your temple, pray in your church. For you and I are sons of one religion, and it is the spirit."
342,religion,"Religions are, by definition, metaphors, after all: God is a dream, a hope, a woman, an ironist, a father, a city, a house of many rooms, a watchmaker who left his prize chronometer in the desert, someone who loves you—even, perhaps, against all evidence, a celestial being whose only interest is to make sure your football team, army, business, or marriage thrives, prospers, and triumphs over all opposition. Religions are places to stand and look and act, vantage points from which to view the world. So none of this is happening. Such things could not occur. Never a word of it is literally true."
343,religion,"A child is not a Christian child, not a Muslim child, but a child of Christian parents or a child of Muslim parents. This latter nomenclature, by the way, would be an excellent piece of consciousness-raising for the children themselves. A child who is told she is a 'child of Muslim parents' will immediately realize that religion is something for her to choose -or reject- when she becomes old enough to do so."
344,religion,From the beginning men used God to justify the unjustifiable.
345,religion,"You were made by God and for God and until you understand that, life will never make sense."
346,religion,"I cannot imagine a God who rewards and punishes the objects of his creation, whose purposes are modeled after our own -- a God, in short, who is but a reflection of human frailty. Neither can I believe that the individual survives the death of his body, although feeble souls harbor such thoughts through fear or ridiculous egotisms."
347,religion,"Well, while you were in the bathroom, I sat down at this picnic table here in Bumblefug, Kentucky, and noticed that someone had carved that GOD HATES FAG, which, aside from being a grammatical nightmare, is absolutely ridiculous. So I'm changing it to 'God Hates Baguettes.' It's tough to disagree with that. Everybody hates baguettes."
348,religion,Beauty is no quality in things themselves: It exists merely in the mind which contemplates them; and each mind perceives a different beauty.
349,religion,"The most beautiful thing we can experience is the mysterious. It is the source of all true art and science. He to whom the emotion is a stranger, who can no longer pause to wonder and stand wrapped in awe, is as good as dead —his eyes are closed. The insight into the mystery of life, coupled though it be with fear, has also given rise to religion. To know what is impenetrable to us really exists, manifesting itself as the highest wisdom and the most radiant beauty, which our dull faculties can comprehend only in their most primitive forms—this knowledge, this feeling is at the center of true religiousness."
350,religion,"There are no ordinary people. You have never talked to a mere mortal. Nations, cultures, arts, civilizations - these are mortal, and their life is to ours as the life of a gnat. But it is immortals whom we joke with, work with, marry, snub and exploit - immortal horrors or everlasting splendors. This does not mean that we are to be perpetually solemn. We must play. But our merriment must be of that kind (and it is, in fact, the merriest kind) which exists between people who have, from the outset, taken each other seriously - no flippancy, no superiority, no presumption."
351,religion,"About once or twice every month I engage in public debates with those whose pressing need it is to woo and to win the approval of supernatural beings. Very often, when I give my view that there is no supernatural dimension, and certainly not one that is only or especially available to the faithful, and that the natural world is wonderful enough—and even miraculous enough if you insist—I attract pitying looks and anxious questions. How, in that case, I am asked, do I find meaning and purpose in life? How does a mere and gross materialist, with no expectation of a life to come, decide what, if anything, is worth caring about?Depending on my mood, I sometimes but not always refrain from pointing out what a breathtakingly insulting and patronizing question this is. (It is on a par with the equally subtle inquiry: Since you don't believe in our god, what stops you from stealing and lying and raping and killing to your heart's content?) Just as the answer to the latter question is: self-respect and the desire for the respect of others—while in the meantime it is precisely those who think they have divine permission who are truly capable of any atrocity—so the answer to the first question falls into two parts. A life that partakes even a little of friendship, love, irony, humor, parenthood, literature, and music, and the chance to take part in battles for the liberation of others cannot be called 'meaningless' except if the person living it is also an existentialist and elects to call it so. It could be that all existence is a pointless joke, but it is not in fact possible to live one's everyday life as if this were so. Whereas if one sought to define meaninglessness and futility, the idea that a human life should be expended in the guilty, fearful, self-obsessed propitiation of supernatural nonentities… but there, there. Enough."
352,religion,Sometimes you can see things happen right in front of your eyes and still jump to the wrong conclusions.
353,religion,Conventionality is not morality. Self-righteousness is not religion. To attack the first is not to assail the last.
354,religion,"Gradually it was disclosed to me that the line separating good and evil passes not through states, nor between classes, nor between political parties either -- but right through every human heart -- and through all human hearts. This line shifts. Inside us, it oscillates with the years. And even within hearts overwhelmed by evil, one small bridgehead of good is retained. And even in the best of all hearts, there remains ... an unuprooted small corner of evil. Since then I have come to understand the truth of all the religions of the world: They struggle with the evil inside a human being (inside every human being). It is impossible to expel evil from the world in its entirety, but it is possible to constrict it within each person."
355,religion,"Just because I do not accept the teachings of the devotaries does not mean I've discarded a belief in right and wrong.""""But the Almighty determines what is right!""""Must someone, some unseen thing, declare what is right for it to be right? I believe that my own morality -- which answers only to my heart -- is more sure and true than the morality of those who do right only because they fear retribution."
356,religion,"Your question is the most difficult in the world. It is not a question I can answer simply with yes or no. I am not an Atheist. I do not know if I can define myself as a Pantheist. The problem involved is too vast for our limited minds. May I not reply with a parable? The human mind, no matter how highly trained, cannot grasp the universe. We are in the position of a little child, entering a huge library whose walls are covered to the ceiling with books in many different tongues. The child knows that someone must have written those books. It does not know who or how. It does not understand the languages in which they are written. The child notes a definite plan in the arrangement of the books, a mysterious order, which it does not comprehend, but only dimly suspects. That, it seems to me, is the attitude of the human mind, even the greatest and most cultured, toward God. We see a universe marvelously arranged, obeying certain laws, but we understand the laws only dimly. Our limited minds cannot grasp the mysterious force that sways the constellations. I am fascinated by Spinoza's Pantheism. I admire even more his contributions to modern thought. Spinoza is the greatest of modern philosophers, because he is the first philosopher who deals with the soul and the body as one, not as two separate things."
357,religion,"Perhaps not one religion contains all of the truth of the world. Perhaps every religion contains fragments of the truth, and it is our responsibility to identify those fragments and piece them together."
358,religion,"Many religions now come before us with ingratiating smirks and outspread hands, like an unctuous merchant in a bazaar. They offer consolation and solidarity and uplift, competing as they do in a marketplace. But we have a right to remember how barbarically they behaved when they were strong and were making an offer that people could not refuse."
359,religion,Doubt isn't the opposite of faith; it is an element of faith.
360,religion,"If Jesus came back and saw what was being done in his name, he'd never stop throwing up."
361,religion,"It is truth that liberates, not your effort to be free."
362,religion,"If you think God’s there, He is. If you don’t, He isn’t. And if that’s what God’s like, I wouldn’t worry about it."
363,religion,"The more I learn about the universe, the less convinced I am that there's any sort of benevolent force that has anything to do with it, at all."
364,religion,Music is my higher power
365,religion,"Night poured over the desert. It came suddenly, in purple. In the clear air, the stars drilled down out of the sky, reminding any thoughtful watcher that it is in the deserts and high places that religions are generated. When men see nothing but bottomless infinity over their heads they have always had a driving and desperate urge to find someone to put in the way."
366,religion,"Where the mind is without fear and the head is held high;Where knowledge is free;Where the world has not been broken up into fragments by narrow domestic walls;Where words come out from the depth of truth;Where tireless striving stretches its arms toward perfection;Where the clear stream of reason has not lost its way into the dreary desert sand of dead habit;Where the mind is led forward by thee into ever-widening thought and action -Into that heaven of freedom, my Father, let my country awake."
367,religion,What has he found who has lost God?And what has he lost who has found God?
368,religion,"I did not marry the first girl that I fell in love with, because there was a tremendous religious conflict, at the time. She was an atheist, and I was an agnostic."
369,religion,Photons have mass? I didn’t even know they were Catholic.
370,religion,"The real question of life after death isn't whether or not it exists, but even if it does what problem this really solves."
371,religion,God doesn’t need to punish us. He just grants us a long enough life to punish ourselves.
372,religion,"If there's only one nation in the sky, shouldn't all passports be valid for it?"
373,religion,I’m an atheist and I thank God for it.
374,religion,"...legitimate powers of government reach actions only, & not opinions, I contemplate with sovereign reverence that act of the whole American people which declared that their legislature should 'make no law respecting an establishment of religion, or prohibiting the free exercise thereof,' thus building a wall of separation between Church & State. Adhering to this expression of the supreme will of the nation in behalf of the rights of conscience, I shall see with sincere satisfaction the progress of those sentiments which tend to restore to man all his natural rights, convinced he has no natural right in opposition to his social duties."
375,religion,Civilization will not attain to its perfection until the last stone from the last church falls on the last priest.
376,religion,We have a choice. We have two options as human beings. We have a choice between conversation and war. That's it. Conversation and violence. And faith is a conversation stopper.
377,religion,I call him religious who understands the suffering of others.
378,religion,A young man who wishes to remain a sound atheist cannot be too careful of his reading.
